Mine Name,Country,Region,Latitude,Longitude
Dahna Toor Coal Mine,Afghanistan,Africa & Middle East,35.70499225,67.31219552
Garmak Project Coal Mine,Afghanistan,Africa & Middle East,35.733,67.308
Shadashak Coal Mine,Afghanistan,Africa & Middle East,35.863255,67.596674
Tala Wa Barfak Coal Mine,Afghanistan,Africa & Middle East,35.33194,68.12
Valius Coal Mine,Albania,Europe (EU-27),41.39151824,19.73642639
Río Turbio Coal Mine,Argentina,Latin America,-51.538363,-72.324353
Airly Coal Mine,Australia,Australia & NZ,-33.12900777,149.975
Alpha Coal Project,Australia,Australia & NZ,-23.389482,146.39734
Alpha West Coal Project,Australia,Australia & NZ,-23.115171,146.332751
Angus Place Coal Mine,Australia,Australia & NZ,-33.351985,150.099356
Angus Place Coal Mine,Australia,Australia & NZ,-33.349157,150.199019
Angus Place West Coal Mine,Australia,Australia & NZ,-33.349157,150.199019
Appin Coal Mine,Australia,Australia & NZ,-34.211194,150.792736
Aquila Coal Mine,Australia,Australia & NZ,-22.990997,148.580506
Ashton Coal Mine,Australia,Australia & NZ,-32.468942,151.078493
Ashton Coal Mine,Australia,Australia & NZ,-32.468942,151.078493
Baralaba Coal Mine,Australia,Australia & NZ,-24.256025,149.851007
Baralaba Coal Mine,Australia,Australia & NZ,-24.15411438,149.8027197
Belview Coal Mine,Australia,Australia & NZ,-23.587132,148.977385
Bengalla Coal Mine,Australia,Australia & NZ,-32.268076,150.84
Blackwater Coal Mine,Australia,Australia & NZ,-23.685585,148.807361
Blackwood Coal Mine,Australia,Australia & NZ,-41.559798,148.130942
Blair Athol Coal Mine,Australia,Australia & NZ,-22.703221,147.54353
Bloomfield Coal Mine,Australia,Australia & NZ,-32.7928986,151.5841947
Boggabri Coal Mine,Australia,Australia & NZ,-30.6116182,150.1550389
Boundary Hill Coal Mine,Australia,Australia & NZ,-24.199444,150.494057
Broadmeadow Coal Mine,Australia,Australia & NZ,-21.8025693,147.98
Broadmeadow East Coal Mine,Australia,Australia & NZ,-21.823999,147.979227
Bulga Coal Mine,Australia,Australia & NZ,-32.6795434,151.1000279
Bulga Coal Mine,Australia,Australia & NZ,-32.6795434,151.1000279
Byerwen Coal Mine,Australia,Australia & NZ,-21.242828,147.835392
Bylong Coal Project,Australia,Australia & NZ,-32.451139,150.143913
Callide Coal Mine,Australia,Australia & NZ,-24.310921,150.622173
Cameby Downs Coal Mine,Australia,Australia & NZ,-26.6540316,150.3354945
Cameby Downs Coal Mine,Australia,Australia & NZ,-26.6181915,150.3548193
Capcoal Mine Complex,Australia,Australia & NZ,-22.990997,148.580506
Carborough Downs Coal Mine,Australia,Australia & NZ,-21.9502,148.2094
Carmichael Coal Project,Australia,Australia & NZ,-22.073611,146.329722
Carmichael Coal Project,Australia,Australia & NZ,-22.073611,146.329722
Carmichael Coal Project,Australia,Australia & NZ,-22.073611,146.329722
Caval Ridge Coal Mine,Australia,Australia & NZ,-22.1056069,148.0475444
Caval Ridge Coal Mine,Australia,Australia & NZ,-22.1056069,148.0475444
Central Queensland Coal Mine,Australia,Australia & NZ,-22.679446,149.659662
Chain Valley Coal Mine,Australia,Australia & NZ,-33.163056,151.549665
Chain Valley Consolidation Project,Australia,Australia & NZ,-33.163056,151.549665
China Stone Coal Mine,Australia,Australia & NZ,-21.166667,145.75
Clarence Colliery,Australia,Australia & NZ,-33.4597,150.2479
Clermont Coal Mine,Australia,Australia & NZ,-22.7201075,147.6195648
Clifford Coal Mine,Australia,Australia & NZ,-25.751851,149.662081
Clyde Park Project,Australia,Australia & NZ,-20.155867,144.86907
Collinsville Coal Mine,Australia,Australia & NZ,-20.5567302,147.8148229
Columboola Project,Australia,Australia & NZ,-26.744057,150.327096
Comet Ridge Coal Mine,Australia,Australia & NZ,-24.008602,148.372046
Commodore Coal Mine,Australia,Australia & NZ,-27.9343501,151.2554422
Cook Colliery,Australia,Australia & NZ,-23.7159074,148.8893157
Coppabella Coal Mine,Australia,Australia & NZ,-21.844554,148.427187
Cows Coal Mine,Australia,Australia & NZ,-20.63668673,147.85009
Cullenswood Coal Mine,Australia,Australia & NZ,-41.6125381,148.1254475
Curragh Coal Mine,Australia,Australia & NZ,-23.493219,148.842723
Curragh Coal Mine,Australia,Australia & NZ,-23.493219,148.842723
Daunia Coal Mine,Australia,Australia & NZ,-22.06065188,148.2933768
Dawson Complex,Australia,Australia & NZ,-24.889212,149.682066
Dawson Complex,Australia,Australia & NZ,-24.6168211,150.0504833
Dendrobium Coal Mine,Australia,Australia & NZ,-34.419776,150.826135
Dendrobium Extension Project,Australia,Australia & NZ,-34.419776,150.826135
Drake Coal Mine,Australia,Australia & NZ,-20.705189,147.812727
Dysart East Coal Project,Australia,Australia & NZ,-22.550335,148.414404
Eagle Downs Coal Project,Australia,Australia & NZ,-22.189318,148.204249
Eagle Downs Coal Project,Australia,Australia & NZ,-22.189318,148.204249
Elimatta Coal Mine,Australia,Australia & NZ,-26.021614,149.613529
Ensham Coal Mine,Australia,Australia & NZ,-23.454464,148.497455
Ewington Coal Mine,Australia,Australia & NZ,-33.3624,116.25
Foxleigh Coal Mine,Australia,Australia & NZ,-22.997778,148.803889
Galilee Coal Mine,Australia,Australia & NZ,-23.498536,145.94229
Gemini Coal Mine,Australia,Australia & NZ,-23.625986,149.257487
Glendell Coal Mine,Australia,Australia & NZ,-32.45121527,151.0783194
Glendell Coal Mine,Australia,Australia & NZ,-32.45121527,151.0783194
Goonyella-Riverside Coal Mine,Australia,Australia & NZ,-21.792321,147.962045
Gorman North Coal Project,Australia,Australia & NZ,-30.466394,149.83104
Gregory Crinum Coal Mines,Australia,Australia & NZ,-23.1491384,148.3875874
Grosvenor Coal Mine,Australia,Australia & NZ,-21.871331,147.956742
Grosvenor West Coal Mine,Australia,Australia & NZ,-21.928195,147.957528
Hail Creek Coal Mine,Australia,Australia & NZ,-21.484811,148.37
Hillalong Coal Mine,Australia,Australia & NZ,-21.416653,148.31
Hume Coal Mine,Australia,Australia & NZ,-34.54081,150.284465
Hunter Valley Continuation Project,Australia,Australia & NZ,-32.5245107,150.9819012
Hunter Valley North Coal Mine,Australia,Australia & NZ,-32.4657844,150.9734981
Hunter Valley South Coal Mine,Australia,Australia & NZ,-32.5245107,150.9819012
Hutton Coal Mine,Australia,Australia & NZ,-25.951645,148.961201
Hutton Coal Mine,Australia,Australia & NZ,-25.951645,148.961201
Ironbark No. 1 Coal Mine,Australia,Australia & NZ,-21.801604,148.223014
Isaac Downs Coal Mine,Australia,Australia & NZ,-21.97936646,148.1290409
Isaac Plains East Coal Mine,Australia,Australia & NZ,-21.9718375,148.1132931
Issac Plains South,Australia,Australia & NZ,-22.00118,148.151384
Issac Plains Underground,Australia,Australia & NZ,-21.949387,148.144479
Issac River Coal Mine,Australia,Australia & NZ,-21.920288,148.364672
Jax Coal Mine,Australia,Australia & NZ,-20.713736,147.860166
Jeebropilly Mine,Australia,Australia & NZ,-27.6230172,152.6593549
Jellinbah Coal Mine,Australia,Australia & NZ,-23.406874,148.950644
Jellinbah Coal Mine,Australia,Australia & NZ,-23.406874,148.950644
Karin Coal Mine,Australia,Australia & NZ,-23.058371,147.581142
Kestrel Coal Mine,Australia,Australia & NZ,-23.236333,148.3583273
Kevin's Corner Coal Mine,Australia,Australia & NZ,-23.085191,146.427147
Kimbolton Coal Mine,Australia,Australia & NZ,-42.538964,146.781461
Kogan Creek Coal Mine,Australia,Australia & NZ,-26.9384276,150.7743816
Lake Vermont Coal Mine,Australia,Australia & NZ,-22.4611726,148.4056045
Lake Vermont Coal Mine,Australia,Australia & NZ,-22.3894938,148.3769527
Langloh Coal Mine,Australia,Australia & NZ,-42.5377465,146.7725941
Liddell Coal Mine,Australia,Australia & NZ,-32.40838,151.031944
Lilyvale Coal Project,Australia,Australia & NZ,-23.425369,148.259677
Loy Yang Coal Mine,Australia,Australia & NZ,-38.2347,146.564
Mackenzie Coal Project,Australia,Australia & NZ,-23.303154,148.232465
Mandalong Coal Mine,Australia,Australia & NZ,-33.119111,151.461844
Mandalong Coal Mine,Australia,Australia & NZ,-33.119111,151.461844
Mangoola Coal Mine,Australia,Australia & NZ,-32.294922,150.706712
Mangoola Coal Mine,Australia,Australia & NZ,-32.294922,150.706712
Mannering Colliery,Australia,Australia & NZ,-33.177227,151.542804
Maules Creek Coal Mine,Australia,Australia & NZ,-30.562606,150.11498
Maxwell Coal Mine,Australia,Australia & NZ,-32.433479,150.824735
Meandu Coal Mine,Australia,Australia & NZ,-26.813543,151.911523
Meandu Coal Mine,Australia,Australia & NZ,-26.813543,151.911523
Meteor Downs South Coal Mine (MDS),Australia,Australia & NZ,-24.433867,148.385912
Metropolitan Coal Mine,Australia,Australia & NZ,-34.184912,150.996569
Middlemount Coal Mine,Australia,Australia & NZ,-22.848131,148.631626
Millenium Coal Mine,Australia,Australia & NZ,-22.029079,148.259967
Minerva Coal Mine,Australia,Australia & NZ,-23.921376,148.047135
Minyango Coking Coal Project,Australia,Australia & NZ,-23.497583,148.807134
Moolarben Coal Mine,Australia,Australia & NZ,-32.2828165,149.7591596
Moolarben Coal Mine,Australia,Australia & NZ,-32.2828165,149.7591596
Moorlands Coal Mine,Australia,Australia & NZ,-22.816656,147.379922
Moorvale Coal Mine,Australia,Australia & NZ,-21.971718,148.372197
Moranbah North Coal Mine,Australia,Australia & NZ,-21.871331,147.956742
Mount Arthur Coal Mine,Australia,Australia & NZ,-32.337022,150.856144
Mount Pleasant Coal Mine,Australia,Australia & NZ,-32.25591661,150.8499847
Mount Pleasant Coal Mine,Australia,Australia & NZ,-32.25591661,150.8499847
Mt Owen Coal Mine,Australia,Australia & NZ,-32.4066392,151.085603
Mt Thorley Warkworth Coal Mine,Australia,Australia & NZ,-32.60700995,151.0901636
Mt Thorley Warkworth Coal Mine,Australia,Australia & NZ,-32.60700995,151.0901636
Muswellbrook No. 2 Coal Mine,Australia,Australia & NZ,-32.244988,150.941392
Muswellbrook No. 2 Coal Mine,Australia,Australia & NZ,-32.244988,150.941392
Myuna Coal Mine,Australia,Australia & NZ,-33.060111,151.568738
Narrabri Coal Mine,Australia,Australia & NZ,-30.519437,149.903821
Narrabri Coal Mine,Australia,Australia & NZ,-30.519437,149.903821
New Acland Coal Mine,Australia,Australia & NZ,-27.278281,151.710176
New Acland Coal Mine,Australia,Australia & NZ,-27.278281,151.710176
New Lenton Coal Mine,Australia,Australia & NZ,-21.528062,148.196995
Newlands Coal Mine,Australia,Australia & NZ,-21.201424,147.887969
Newstan Coal Mine,Australia,Australia & NZ,-32.978628,151.574319
Oaky Creek Coal Mine,Australia,Australia & NZ,-23.072256,148.483994
Olive Downs Coal Mine,Australia,Australia & NZ,-22.2204628,148.4033203
Olive Downs Coal Mine,Australia,Australia & NZ,-22.2204628,148.4033203
Peak Downs Coal Mine,Australia,Australia & NZ,-22.293798,148.22731
Pine Dale Coal Mine,Australia,Australia & NZ,-33.364474,150.046122
Poitrel Coal Mine,Australia,Australia & NZ,-22.06650421,148.2551254
Premier Coal Mine,Australia,Australia & NZ,-33.391728,116.286509
Range Coal Project,Australia,Australia & NZ,-26.230392,150.272257
Ravensworth Coal Mine,Australia,Australia & NZ,-32.4426478,151.0063967
Red Hill Coal Project,Australia,Australia & NZ,-21.764098,148.005592
Rix Creek Coal Mine,Australia,Australia & NZ,-32.52393559,151.1208768
Rix Creek Coal Mine,Australia,Australia & NZ,-32.52393559,151.1208768
Rolleston Coal Mine,Australia,Australia & NZ,-24.456609,148.404902
Rolleston Coal Mine,Australia,Australia & NZ,-24.456609,148.404902
Russell Vale Colliery,Australia,Australia & NZ,-34.35566,150.89169
Saraji Coal Mine,Australia,Australia & NZ,-22.371371,148.299848
Saraji East Coal Mine,Australia,Australia & NZ,-22.371371,148.299848
Sonoma Coal Mine,Australia,Australia & NZ,-20.62,147.86
South Galilee Coal Project,Australia,Australia & NZ,-23.720462,146.391096
South Walker Creek Coal Mine,Australia,Australia & NZ,-21.753393,148.443289
Springsure Creek Coal Project,Australia,Australia & NZ,-24.008602,148.372046
Springsure Creek Coal Project,Australia,Australia & NZ,-24.008602,148.372046
Springsure Project,Australia,Australia & NZ,-23.9809265,148.0394281
Springvale Coal Mine,Australia,Australia & NZ,-33.4006,150.105627
Spur Hill Coal Mine,Australia,Australia & NZ,-32.409645,150.737875
Stratford Complex,Australia,Australia & NZ,-32.11607,151.974708
Stratford Duralie Coal Mine,Australia,Australia & NZ,-32.2972426,151.93447
Sunnyside Coal Mine,Australia,Australia & NZ,-30.975953,150.121288
Tahmoor Coal Mine,Australia,Australia & NZ,-34.2532732,150.5753104
Tahmoor South Coal Mine,Australia,Australia & NZ,-34.2532732,150.5753104
Talwood Coal Mine,Australia,Australia & NZ,-21.66498,148.191272
Taroborah Coal Project,Australia,Australia & NZ,-23.514576,147.940851
Tarrawonga Coal Mine,Australia,Australia & NZ,-30.639584,150.167277
Teresa Coal Project,Australia,Australia & NZ,-23.34731,148.154822
Togara North Coal Project,Australia,Australia & NZ,-23.835653,148.614339
Ulan Complex Coal Mine,Australia,Australia & NZ,-32.242539,149.749697
United Wambo Coal Mine,Australia,Australia & NZ,-32.549369,150.984787
Valeria Coal Mine,Australia,Australia & NZ,-23.470142,148.033559
Valeria South Coal Mine,Australia,Australia & NZ,-23.3407382,147.85037
Vermont East Coal Project,Australia,Australia & NZ,-22.120111,148.383458
Vickery Coal Mine,Australia,Australia & NZ,-30.76467,150.17894
Vickery Coal Mine,Australia,Australia & NZ,-30.76467,150.17894
Vulcan Coal Mine Complex,Australia,Australia & NZ,-22.310714,148.185988
Wallarah 2 Coal Project,Australia,Australia & NZ,-33.223341,151.390511
Walton Coal Mine,Australia,Australia & NZ,-23.58232637,149.2181492
Wambo Coal Mine,Australia,Australia & NZ,-32.575524,151.006688
Wandoan Coal Project,Australia,Australia & NZ,-26.12621,149.8487
Wards Well Coal Mine,Australia,Australia & NZ,-21.598813,147.958654
Watermark Coal Mine,Australia,Australia & NZ,-31.226757,150.438691
Werris Creek Coal Mine,Australia,Australia & NZ,-31.40698,150.6395
Wilpinjong Coal Mine,Australia,Australia & NZ,-32.332,149.885
Wilpinjong Coal Mine,Australia,Australia & NZ,-32.319056,149.867537
Wilton and Fairhill Coal Projects,Australia,Australia & NZ,-23.41261,148.576971
Winchester South Coal Mine,Australia,Australia & NZ,-22.1508629,148.1757381
Woori Coal Mine,Australia,Australia & NZ,-26.263394,150.035886
Yallourn Coal Mine,Australia,Australia & NZ,-38.195064,146.360402
Yarrabee Coal Mine,Australia,Australia & NZ,-23.317678,149.026371
Barapakuria Coal Mine,Bangladesh,South Asia,25.547269,88.96062
Barapakuria Coal Mine,Bangladesh,South Asia,25.547269,88.96062
Dighipara Coal Mine,Bangladesh,South Asia,25.416667,89.083333
Phulbari Coal Mine,Bangladesh,South Asia,25.9468733,89.5532405
Habrang Coal Mine,Bhutan,South Asia,26.90306949,91.67961198
Rishore Coal Mine,Bhutan,South Asia,26.85191894,91.45143986
Tshophangma Coal Mine,Bhutan,South Asia,26.90279203,91.6801055
Banovici Coal Mine,Bosnia and Herzegovina,Europe (non-EU),44.419483,18.453354
Bila Coal Mine,Bosnia and Herzegovina,Europe (EU-27),44.1883964,17.77024563
Breza Coal Mine,Bosnia and Herzegovina,Europe (EU-27),44.00217338,18.25553569
Djurdjevik Coal Mine,Bosnia and Herzegovina,Europe (EU-27),44.4010855,18.6604759
Gacko Coal Mine,Bosnia and Herzegovina,Europe (EU-27),43.17030389,18.5100955
Gracanica Coal Mine,Bosnia and Herzegovina,Europe (EU-27),43.99327693,17.51393576
Kakanj Coal Mine,Bosnia and Herzegovina,Europe (non-EU),44.131111,18.097222
Kongora Coal Mine,Bosnia and Herzegovina,Europe (non-EU),43.648056,17.333333
Kreka Coal Mine,Bosnia and Herzegovina,Europe (non-EU),44.52,18.606111
Livno Coal Mine,Bosnia and Herzegovina,Europe (EU-27),43.82012147,17.00011958
Stanari Coal Mine,Bosnia and Herzegovina,Europe (EU-27),44.75858419,17.80351636
Ugljevik Coal Mine,Bosnia and Herzegovina,Europe (EU-27),44.6655036,18.98854391
Zenica Coal Mine,Bosnia and Herzegovina,Europe (EU-27),44.20941546,18.13708353
Masama Coal Mine,Botswana,Africa & Middle East,-24.527283,26.002621
Masama Coal Mine,Botswana,Africa & Middle East,-24.527283,26.002621
Mmamabula Coal Mine,Botswana,Africa & Middle East,-23.609295,26.774952
Morupule Coal Mine,Botswana,Africa & Middle East,-22.515389,27.024167
Project Motheo,Botswana,Africa & Middle East,-22.515137,27.024339
Butiá Leste Mine,Brazil,Latin America,-30.102394,-51.938235
Calombo Coal Mine,Brazil,Latin America,-30.090131,-51.718974
Cerro Coal Mine,Brazil,Latin America,-30.390024,-53.0463
Guaíba Coal Mine,Brazil,Latin America,-30.015319,-51.532337
Seival Coal Mine,Brazil,Latin America,-31.449159,-53.707527
Maritsa Coal Mines,Bulgaria,Europe (EU-27),42.167,26.037577
Pernik Coal Mine,Bulgaria,Europe (EU-27),42.6459,23.0572
Vagledobiv Bobov Dol Eood Coal Mines,Bulgaria,Europe (EU-27),42.37848715,22.9973242
Han Seng Coal Mine,Cambodia,South East Asia,14.1857983,104.3192826
Aries Coal Mine,Canada,US & Canada,52.400401,-114.830002
Bingay Coal Mine,Canada,US & Canada,50.197546,-114.975588
Brule Coal Mine,Canada,US & Canada,55.38667,-121.82
Carbon Creek,Canada,US & Canada,55.8310084,-122.7768367
Coal Valley Coal Mine,Canada,US & Canada,53.0518755,-116.7982727
Crown Mountain Coal Project,Canada,US & Canada,49.8066666,-114.7266666
Dodds Coal Mine,Canada,US & Canada,53.21839986,-112.4311496
Elko Coal Mine,Canada,US & Canada,49.2990491,-115.1197198
Elkview Coal Mine,Canada,US & Canada,49.742507,-114.823906
Estevan Coal Mine,Canada,US & Canada,49.092848,-102.886072
Flatbed Coal Mine,Canada,US & Canada,54.912639,-120.893586
Fording River Extension Project,Canada,US & Canada,50.19284,-114.86473
Fording River Operations,Canada,US & Canada,50.19284,-114.86473
Genesee Coal Mine,Canada,US & Canada,53.314555,-114.286386
Gething Coal Mine,Canada,US & Canada,56.038803,-122.305087
Gordon Creek Mine,Canada,US & Canada,54.9376246,-120.8665811
Grande Cache Coal Mine,Canada,US & Canada,53.8855715,-119.1222671
Grassy Mountain Coal Project,Canada,US & Canada,49.68924,-114.41896
Greenhills Coal Mine,Canada,US & Canada,50.20028,-115.0083
Groundhog Coal Mine,Canada,US & Canada,55.9864782,-129.937176
Highvale Coal Mine,Canada,US & Canada,53.527572,-114.711063
Huguenot Surface Coal Mine,Canada,US & Canada,55.000742,-120.829716
Huguenot Underground Coal Mine,Canada,US & Canada,55.000742,-120.829716
Line Creek Coal Mine,Canada,US & Canada,49.917,-114.776
Michel Coal Project,Canada,US & Canada,49.729272,-114.867851
Murray River Coal Mine,Canada,US & Canada,53.5226333,-118.8403882
Paintearth Coal Mine,Canada,US & Canada,52.457963,-112.161765
Poplar River Coal Mine,Canada,US & Canada,49.2127113,-105.4714202
Sheerness Coal Mine,Canada,US & Canada,51.5050789,-112.0206939
Stellarton Coal Mine,Canada,US & Canada,45.56475053,-62.67296499
Sukunka Coal Mine,Canada,US & Canada,55.1964,-121.569
Tenas Coal Mine,Canada,US & Canada,54.6848793,-127.3352775
Tent Mountain Coal Mine,Canada,US & Canada,49.5542903,-114.707508
Vista Coal Mine,Canada,US & Canada,53.3961117,-117.6478052
Vista Coal Mine,Canada,US & Canada,53.3961117,-117.6478052
Willow Creek Coal Mine,Canada,US & Canada,55.6218806,-122.2174581
Wolverine Coal Mine,Canada,US & Canada,55.0608535,-121.2530692
Wolverine-Hermann Coal Mine,Canada,US & Canada,55.0608535,-121.2530692
Invierno Coal Mine,Chile,Latin America,-53.0006953,-72.4206119
1890 Coal Mine,China,East Asia,43.008607,87.518762
1930 Coal Mine,China,East Asia,43.021644,87.45454
2130 Coal Mine,China,East Asia,43.022108,87.454015
A'erbasi No. 2 Well Coal Mine,China,East Asia,39.392767,107.064987
Agentala Mine of Shaogen Coal Mine,China,East Asia,43.648574,120.805416
Aimin Wendu Coal Mine,China,East Asia,43.679231,120.764833
Algmin Coal Mine,China,East Asia,42.247604,82.495625
Alxa Left Banner Xinjing Coal Mine,China,East Asia,37.965931,105.662655
Anda Coal Mine,China,East Asia,36.745014,112.233794
Anhui Banji Coal Mine,China,East Asia,32.899945,116.228774
Anji Xinyuan Coal Mine,China,East Asia,36.419151,112.057556
Anjialing Open-Pit Mine,China,East Asia,39.449488,112.360569
Anjiazhuang Coal Mine,China,East Asia,35.002032,107.233881
Anju Coal Mine,China,East Asia,35.348195,116.534877
Anshan Coal Mine,China,East Asia,39.264201,110.784527
Anshun Le'an Coal Mine,China,East Asia,37.638337,113.660658
Anshun Sandu Coal Mine,China,East Asia,37.484246,113.682682
Antai Coal Mine,China,East Asia,37.589747,110.905741
Antaibao Surface Mine,China,East Asia,39.474754,112.311939
Anxin Coal Mine,China,East Asia,36.446988,112.106278
Aojiagou Xiliang Coal Mine,China,East Asia,39.669495,110.307246
Awuzisu Coal Mine,China,East Asia,44.464108,90.710062
Ba Leng Coal Mine,China,East Asia,38.474786,106.668299
Baijia Haizi Coal Mine,China,East Asia,38.417975,108.960119
Baijialiang Coal Mine,China,East Asia,39.544637,110.234222
Baijigou Coal Mine,China,East Asia,39.115672,106.137228
Bailongshan No. 1 Coal Mine,China,East Asia,25.201695,104.63952
Bailu Coal Mine,China,East Asia,38.406162,109.866964
Baiping Coal Mine,China,East Asia,34.354137,113.085152
Baishihu Surface Mine,China,East Asia,43.917059,94.670358
Baishupo Coal Mine,China,East Asia,39.725303,111.335131
Baiyanghe Coal Mine,China,East Asia,44.048539,88.529268
Baiyanghe Coal Mine,China,East Asia,44.048539,88.529268
Baiyangling Coal Mine,China,East Asia,37.507157,113.623609
Baiyinhua Haizhou No. 4 Surface Mine,China,East Asia,44.947927,118.666974
Baiyinhua No. 2 Surface Mine,China,East Asia,44.809523,118.500466
Baiyinhua No.1 Surface Mine,China,East Asia,44.786827,118.455621
Baiyinhua No.1 Surface Mine,China,East Asia,44.786827,118.455621
Baiyinhua No.3 Surface Mine,China,East Asia,44.897826,118.615908
Baiyinwusu Coal Mine,China,East Asia,39.835551,106.776748
Baiyunwusu Coal Mine,China,East Asia,39.402765,106.953195
Baizhuang Coal Mine,China,East Asia,36.241169,116.613278
Balasu Coal Mine,China,East Asia,38.2674,109.2095
Baliancheng Coal Mine,China,East Asia,42.830196,130.287903
Balongtu Surface Mine,China,East Asia,39.832966,110.144414
Bandunyan Coal Mine,China,East Asia,39.018146,110.566039
Banshi Coal Mine,China,East Asia,42.775282,130.316763
Bao'an Coal Mine,China,East Asia,37.877325,113.353972
Bao'erhu Shugaobu Coal Mine,China,East Asia,45.250314,119.269262
Baode Coal Mine,China,East Asia,38.950871,111.089441
Baodian Coal Mine,China,East Asia,35.427152,116.836876
Baoli Coal Mine,China,East Asia,39.869613,110.296794
Baopingwan Coal Mine,China,East Asia,39.368693,110.479916
Baoqing Chaoyang Surface Coal Mine,China,East Asia,46.271618,132.573834
Baorihushuo Coal Mine,China,East Asia,45.221363,119.239319
Baotong Coal Mine,China,East Asia,39.781662,111.333391
Bayangol Coal Mine,China,East Asia,38.742674,109.39955
Beishan Coal Mine,China,East Asia,44.538798,90.366812
Beishan Coal Mine,China,East Asia,44.538798,90.366812
Beixinyao Coal Mine,China,East Asia,39.106574,112.341358
Beizhiyu Coal Mine,China,East Asia,35.984448,113.100708
Beizu Coal Mine,China,East Asia,39.686861,112.634808
Beskuduk Coal Mine,China,East Asia,44.174995,91.739878
Bide Coal Mine,China,East Asia,26.607655,105.155022
Bide Tengqing Coal Mine,China,East Asia,26.559478,105.169551
Binchang Yangjiaping Coal Mine,China,East Asia,35.068682,107.850094
Binhu Coal Mine,China,East Asia,35.073533,116.896454
Bofang Coal Mine,China,East Asia,35.843028,112.841872
Bojiang Haizi Coal Mine,China,East Asia,39.875893,109.366516
Boli Coal Mine,China,East Asia,37.427284,113.576734
Boqizhang Coal Mine,China,East Asia,39.808962,112.845462
Buertai Coal Mine,China,East Asia,39.495115,109.973302
Bulatela Coal Mine,China,East Asia,39.495132,110.248533
Buliangou Coal Mine,China,East Asia,40.012229,111.336127
Buzhaoba Surface Mine,China,East Asia,23.800855,103.180577
Caiyuan Coal Mine,China,East Asia,44.551529,90.405939
Chaerqi Coal Mine,China,East Asia,42.00464,81.537855
Chagannur No.1 Coal Mine,China,East Asia,43.553884,115.167883
Chahasu Coal Mine,China,East Asia,39.302564,109.965281
Chaigou Coal Mine,China,East Asia,39.881266,112.993203
Chaili Coal Mine,China,East Asia,34.957955,117.026118
Chang'an Coal Mine,China,East Asia,35.111207,108.504427
Changcheng No. 3 Coal Mine,China,East Asia,38.369137,106.57545
Changcheng No. 5 Coal Mine,China,East Asia,38.322181,106.529516
Changcheng No. 6 Coal Mine,China,East Asia,38.299084,106.53429
Changchunxing Coal Mine,China,East Asia,39.773688,112.677731
Changgou Coal Mine,China,East Asia,37.425517,113.652876
Changji Tengda Coal Mine,China,East Asia,43.716851,86.863187
Changping Coal Mine,China,East Asia,35.911636,112.844663
Changsheng Coal Mine,China,East Asia,38.776376,112.066237
Changtai Coal Mine,China,East Asia,37.999319,113.208205
Changtan Surface Coal Mine,China,East Asia,39.530084,111.295545
Changxin Coal Mine,China,East Asia,36.839258,112.286279
Changxu Surface Mine,China,East Asia,39.458886,110.486821
Changzhi Changhong Coal Mine,China,East Asia,35.933266,113.000048
Changzhi Huangshan Coal Mine,China,East Asia,36.006116,113.149591
Changzhi Xinchao Coal Mine,China,East Asia,36.955078,112.160137
Changzhi Xincun Coal Mine,China,East Asia,36.901559,113.26208
Changzhi Xinjian Coal Mine,China,East Asia,35.919764,113.049909
Changzhi Xishan Coal Mine,China,East Asia,35.993235,113.070222
Changzhi Zhenxing Coal Mine,China,East Asia,35.891816,113.121427
Chaochuan Coal Mine No. 1 Well,China,East Asia,34.055418,112.89473
Chaohua Coal Mine,China,East Asia,34.449797,113.412928
Chaokai Surface Coal Mine,China,East Asia,39.083024,112.33805
Chaonaoliang Coal Mine,China,East Asia,39.833314,110.375265
Cheji Coal Mine,China,East Asia,33.927421,116.495822
Chengshan Coal Mine Shaft,China,East Asia,45.340283,131.015076
Chengta Coal Mine,China,East Asia,39.566151,111.230906
Chengzhuang Coal Mine,China,East Asia,35.612799,112.72638
Chenjiagou Coal Mine,China,East Asia,35.205077,106.6328
Chenjiashan Coal Mine,China,East Asia,35.156318,108.776034
Chensilou Coal Mine,China,East Asia,34.010664,116.381305
Chicheng Coal Mine,China,East Asia,35.17968,107.031589
China Coal Danshuigou Coal Mine,China,East Asia,39.421697,112.469082
China-Coal Tashan Coal Mine,China,East Asia,39.950913,113.086860
Chiyu Coal Mine,China,East Asia,37.447517,112.007683
Chong'an Sucun Coal Mine,China,East Asia,35.818498,113.111002
Chuancao Gedan Coal Mine,China,East Asia,39.488626,111.361253
Chuanwo Coal Mine,China,East Asia,35.758679,110.605126
Ciyaogou Coal Mine,China,East Asia,39.285723,111.306039
Ciyaota Coal Mine,China,East Asia,39.062476,110.284444
Cuijiagou Coal Mine,China,East Asia,35.264277,108.86325
Cuncaota Coal Mine,China,East Asia,39.442648,110.035292
Da'an Coal Mine,China,East Asia,44.997659,115.334804
Dabaoding Coal Mine,China,East Asia,26.566398,101.610789
Dabianyao Coal Mine,China,East Asia,38.817138,110.394346
Dadi Refined Coal Mine,China,East Asia,39.450928,110.280602
Dafanpu Coal Mine,China,East Asia,39.762206,111.213023
Dafeng Surface Coal Mine,China,East Asia,39.177996,106.370607
Dafosi Coal Mine,China,East Asia,35.062428,107.960069
Dahaize Coal Mine,China,East Asia,38.422179,109.277001
